#
# Flavor network and the principles of food pairing
# Yong-Yeol Ahn, Sebastian E. Ahnert, James P. Bagrow, and Albert-Laszlo Barabasi
# 
African,chicken,cinnamon,soy_sauce,onion,ginger
African,cane_molasses,ginger,cumin,garlic,tamarind,bread,coriander,vinegar,onion,beef,cayenne,parsley,wheat_bread,yogurt,vegetable_oil,egg
African,butter,pepper,onion,cardamom,cayenne,ginger,cottage_cheese,garlic,brassica
African,olive_oil,pepper,wheat,beef,onion,cardamom,cumin,garlic,rice,leek
African,honey,wheat,yeast
African,tomato,cilantro,lemon_juice,onion,cayenne,scallion
African,wheat,cassava
African,olive_oil,onion,potato,black_pepper,cumin,carrot,cabbage,turmeric
African,tomato,fenugreek,pepper,onion,potato,black_pepper,ginger,carrot,garlic,vegetable_oil,cabbage,turmeric
African,banana
African,cardamom,coconut,pumpkin
African,lamb,tomato,cane_molasses,wheat,onion,beef,vinegar,potato,black_pepper,bay,vegetable_oil,tamarind
African,chicken,onion
African,tomato,olive_oil,onion,black_pepper,cumin,ginger,fennel,carrot,garlic,zucchini,turmeric
African,butter,coriander,pepper,onion,beef,fenugreek,potato,cumin,bay,beef_broth,vinegar,turmeric
African,olive_oil,cilantro,lemon_juice,cayenne,cumin,parsley,garlic,bell_pepper
African,coriander,fenugreek,pepper,meat,onion,apricot,cumin,lamb,yogurt,vegetable_oil,turmeric
African,lemon_juice,onion,cumin,garlic,bell_pepper,basil,bread,zucchini,cinnamon
African,butter,wheat,cinnamon,starch,vanilla,egg,milk
African,coriander,cilantro,lemon_juice,cayenne,cumin,pepper,carrot,garlic,bell_pepper,olive,vegetable_oil,caraway
African,cane_molasses,vinegar,pepper,coriander,onion,fenugreek,cayenne,red_wine,black_pepper,cumin,bay,garlic,cod,vegetable_oil,turmeric
African,coriander,fenugreek,pepper,beef,onion,vinegar,raisin,almond,black_pepper,cumin,bay,white_bread,egg,milk,turmeric
African,tomato,olive_oil,pepper,onion,cayenne,garlic,bell_pepper,vegetable,brown_rice,peanut_butter
African,tomato,olive_oil,cane_molasses,onion,vinegar,black_pepper,cayenne,bean,carrot,nutmeg,bell_pepper,tamarind,rice,rosemary,chicken
African,chicken_broth,green_bell_pepper,cayenne,peanut_butter,onion
African,coriander,olive_oil,onion,potato,black_pepper,cumin,chickpea,garlic,bell_pepper,chicken,peanut_butter
African,tomato,olive_oil,pepper,onion,roasted_peanut,garlic,bell_pepper,vegetable,rice,peanut_butter
African,wheat,coconut,egg
African,coriander,onion,potato,chicken_broth,black_pepper,cumin,garlic,bell_pepper,vegetable_oil,chicken,peanut_butter
African,wheat,cassava
African,butter,tomato,coconut,onion,roasted_peanut,vinegar,cayenne,vegetable_oil
African,coriander,tomato,cilantro,onion,roasted_peanut,cayenne,cumin,ginger,carrot,garlic,cinnamon,sweet_potato,vegetable_oil,peanut_butter
African,tomato,onion,thyme,chicken_broth,cayenne,cumin,chickpea,garlic,peanut_butter,sweet_potato,vegetable_oil,rice,zucchini
African,tomato,onion,mushroom,chicken_broth,cayenne,peanut_butter,vegetable_oil,chicken
African,peanut_oil,tomato,seed,onion,beef,cayenne,shrimp
